"","ensemble.id","human.disease"
"1077","ENSP00000342056","Osteochondritis dissecans, short stature, and early-onset osteoarthritis, 165800 (3)  "
"1078","ENSP00000342056","Osteopathia striata with cranial sclerosis, 300373 (3)  "
"1079","ENSP00000342056","Ovarian cancer, serous (2)  "
"1080","ENSP00000342056","Persistent truncus arteriosus, 217095 (3)  "
"1081","ENSP00000342056","Polycystic liver disease, 174050 (3)  "
"1082","ENSP00000342056","Polyposis syndrome, mixed hereditary 1 (2)  "
"1083","ENSP00000342056","Pulmonary alveolar proteinosis, 300770 (3)  "
"1084","ENSP00000342056","Retinitis pigmentosa 4, autosomal dominant or recessive, 613731 (3)  "
"1085","ENSP00000342056","Retinitis pigmentosa-37, 611131 (3)  "
"1086","ENSP00000342056","Retinitis pigmentosa-40 (3)  "
"1087","ENSP00000342056","Retinitis punctata albescens, 136880 (3)  "
"1088","ENSP00000342056","SARS infection, protection against (2)  "
"1089","ENSP00000342056","Saethre-Chotzen syndrome with eyelid anomalies, 101400 (3)  "
"1090","ENSP00000342056","Saethre-Chotzen syndrome, 101400 (3)  "
"1091","ENSP00000342056","Spastic ataxia, Charlevoix-Saguenay type, 270550 (3)  "
"1092","ENSP00000342056","Spondyloepimetaphyseal dysplasia, aggrecan type, 612813 (3)  "
"1093","ENSP00000342056","Spondyloepiphyseal dysplasia, Kimberley type, 608361 (3)  "
"1094","ENSP00000342056","Tetrology of Fallot, 187500 (3)  "
"1095","ENSP00000342056","Thrombocytopenia 4, 612004 (3)  "
"1096","ENSP00000342056","Treacher Collins syndrome 1, 154500 (3)  "
"1097","ENSP00000342056","Treacher Collins syndrome 2, 613717 (3)  "
"1098","ENSP00000342056","Treacher Collins syndrome 3, 248390 (3)  "
"1099","ENSP00000342056","UV-sensitive syndrome, 600630 (3)  "
"1100","ENSP00000342056","Wagner syndrome 1, 143200 (3)  "
"1101","ENSP00000342056","[Placental lactogen deficiency] (1)  "
"1102","ENSP00000342056","{?Amyloidosis, secondary, susceptibility to} (1)  "
"1103","ENSP00000342056","{?Hypertension, essential} (1)  "
"1104","ENSP00000342056","{Aplastic anemia, susceptibility to}, 609135 (3)  "
"1105","ENSP00000342056","{Asthma, susceptibility to}, 600807 (3)  "
"1106","ENSP00000342056","{Colorectal cancer, susceptibility to, 10} (2)  "
"1107","ENSP00000342056","{Colorectal cancer, susceptibility to, 11} (2)  "
"1108","ENSP00000342056","{Colorectal cancer, susceptibility to, 1}, 608812 (3)  "
"1109","ENSP00000342056","{Colorectal cancer, susceptibility to, 2} (2)  "
"1110","ENSP00000342056","{Colorectal cancer, susceptibility to, 3}, 612229 (3)  "
"1111","ENSP00000342056","{Colorectal cancer, susceptibility to, 4} (1)  "
"1112","ENSP00000342056","{Colorectal cancer, susceptibility to, 5} (2)  "
"1113","ENSP00000342056","{Colorectal cancer, susceptibility to, 6} (2)  "
"1114","ENSP00000342056","{Colorectal cancer, susceptibility to, 7} (2)  "
"1115","ENSP00000342056","{Colorectal cancer, susceptibility to, 8} (2)  "
"1116","ENSP00000342056","{Colorectal cancer, susceptibility to, 9} (2)  "
"1117","ENSP00000342056","{Graft-versus-host disease, protection against} (3)  "
"1118","ENSP00000342056","{HIV-1, susceptibility to} (3)  "
"1119","ENSP00000342056","{Low density lipoprotein cholesterol level QTL 1} (3)  "
"1120","ENSP00000342056","{Lung cancer}, 211980 (3)  "
"1121","ENSP00000342056","{Macular degeneration, age-related, susceptibility to 5} (3)  "
"1122","ENSP00000342056","{Obesity, susceptibility to, BMIQ12}, 612362 (3)  "
"1123","ENSP00000342056","{Pulmonary fibrosis,idiopathic, susceptibility to}, 178500 (3)  "
"1124","ENSP00000342056","{Rheumatoid arthritis, progression of}, 180300 (3)  "
"1125","ENSP00000342267","Hyperornithinemia-hyperammonemia-homocitrullinemia syndrome, 238970 (3)  "
"1126","ENSP00000342564","Methylmalonate semialdehyde dehydrogenase deficiency (3)  "
"1127","ENSP00000342924","Microcephaly, primary autosomal recessive, 1, 251200 (3)  "
"1128","ENSP00000342924","Premature chromosome condensation with microcephaly and mental retardation, 606858 (3)  "
"1129","ENSP00000343002","Peters-plus syndrome, 261540 (3)  "
"1130","ENSP00000343657","3-Methylcrotonyl-CoA carboxylase 2 deficiency, 210210 (3)  "
"1131","ENSP00000343819","Microphthalmia, syndromic 5, 610125 (3)  "
"1132","ENSP00000344668","Cavernous malformations of CNS and retina, 116860 (3)  "
"1133","ENSP00000344668","Cerebral cavernous malformations-1, 116860 (3)  "
"1134","ENSP00000344668","Hyperkeratotic cutaneous capillary-venous malformations associated with cerebral capillary malformations, 116860 (3)  "
"1135","ENSP00000344789","Acetyl-CoA carboxylase deficiency (1)  "
"1136","ENSP00000344794","Molybdenum cofactor deficiency, type A, 252150 (3)  "
"1137","ENSP00000345001","Mucoepidermoid salivary gland carcinoma (3)  "
"1138","ENSP00000345064","Epilepsy, progressive myoclonic 1B, 612437 (3)  "
"1139","ENSP00000345096","Leber congenital amaurosis 11 (3)  "
"1140","ENSP00000345096","Retinitis pigmentosa-10, 180105 (3)  "
"1141","ENSP00000345659","Cone-rod retinal dystrophy-2, 120970 (3)  "
"1142","ENSP00000345659","Leber congenital amaurosis 7 (3)  "
"1143","ENSP00000345659","Retinitis pigmentosa, late-onset dominant, 268000 (3)  "
"1144","ENSP00000345659","Spinocerebellar ataxia-7, 164500 (3)  "
"1145","ENSP00000345680","Encephalopahty, lethal, due to defective mitochondrial peroxisomal fission (3)  "
"1146","ENSP00000345719","Dystonia, early-onset atypical, with myoclonic features (3)  "
"1147","ENSP00000345719","Dystonia-1, torsion, 128100 (3)  "
"1148","ENSP00000345719","{Dystonia-1, modifier of} (3)  "
"1149","ENSP00000345771","Glycogen storage disease VII, 232800 (3)  "
"1150","ENSP00000345774","Sjogren-Larsson syndrome, 270200 (3)  "
"1151","ENSP00000346001","Diamond-Blackfan anemia 5, 612528 (3)  "
"1152","ENSP00000346046","Diamond-Blackfan anemia 4, 612527 (3)  "
"1153","ENSP00000346173","Glutaricaciduria, type IIB, 231680 (3)  "
"1154","ENSP00000346500","Acheiropody, 200500 (3)  "
"1155","ENSP00000346500","Polydactyly, preaxial type II, 174500 (3)  "
"1156","ENSP00000346500","Syndactyly, type IV, 186200 (3)  "
"1157","ENSP00000346500","Triphalangeal thumb, type I, 174500 (3)  "
"1158","ENSP00000346500","Triphalangeal thumb-polysyndactyly syndrome, 174500 (3)  "
"1159","ENSP00000346874","Cerebral cavernous malformations 3, 603285 (3)  "
"1160","ENSP00000346921","Hypomagnesemia with secondary hypocalcemia, 602014 (3)  "
"1161","ENSP00000346921","Leukemia, acute myelogenous, 601626 (3)  "
"1162","ENSP00000346921","Myelofibrosis, idiopathic, 254450 (3)  "
"1163","ENSP00000346921","Myeloproliferative disorder with erythrocytosis (3)  "
"1164","ENSP00000346921","Polycythemia vera, 263300 (3)  "
"1165","ENSP00000346921","Reticular dysgenesis, 267500 (3)  "
"1166","ENSP00000346921","Thrombocythemia, essential, 187950 (3)  "
"1167","ENSP00000346921","{Budd-Chiari syndrome}, 600880 (3)  "
"1168","ENSP00000347232","Bloom syndrome, 210900 (3)  "
"1169","ENSP00000347232","{Alzheimer disease, susceptibility to}, 104300 (3)  "
"1170","ENSP00000347314","Troyer syndrome, 275900 (3)  "
"1171","ENSP00000347474","Dystonia, myoclonic, 159900 (3)  "
"1172","ENSP00000347672","Caudal regression syndrome, 600145 (3)  "
"1173","ENSP00000347672","Neural tube defects, 182940 (3)  "
"1174","ENSP00000347978","Cerebrooculofacioskeletal syndrome 3 (3)  "
"1175","ENSP00000347978","Xeroderma pigmentosum, group G, 278780 (3)  "
"1176","ENSP00000348019","Salla disease, 604369 (3)  "
"1177","ENSP00000348019","Sialic acid storage disorder, infantile, 269920 (3)  "
"1178","ENSP00000348062","Leigh syndrome, X-linked, 308930 (3)  "
"1179","ENSP00000348062","Pyruvate dehydrogenase deficiency, 312170 (3)  "
"1180","ENSP00000348234","Growth hormone insensitivity with immunodeficiency, 245590 (3)  "
"1181","ENSP00000348234","Hyper-IgE recurrent infection syndrome, 147060 (3)  "
"1182","ENSP00000348234","Leukemia, acute promyelocytic, STAT5B/RARA type (3)  "
"1183","ENSP00000348234","Mycobacterial infection, atypical, familial disseminated, 209950 (3)  "
"1184","ENSP00000348234","Pancreatitis, hereditary, 167800 (3)  "
"1185","ENSP00000348234","STAT1 deficiency, complete (3)  "
"1186","ENSP00000348234","Tropical calcific pancreatitis, 608189 (3)  "
"1187","ENSP00000348234","Tyrosinemia, type II, 277660 (3)  "
"1188","ENSP00000348234","{Fibrocalculous pancreatic diabetes, susceptibility to} (3)  "
"1189","ENSP00000348234","{Rheumatoid arthritis, association with}, 180300 (3)  "
"1190","ENSP00000348234","{Systemic lupus erythematous, association with susceptibility to, 11}, 612253 (3)  "
"1191","ENSP00000348461","Polyposis syndrome, mixed hereditary 1 (2)  "
"1192","ENSP00000348461","{Colorectal cancer, susceptibility to, 4} (1)  "
"1193","ENSP00000348634","Atrial septal defect 3 (3)  "
"1194","ENSP00000348634","Cardiomyopathy, dilated, 1EE, 613252 (3)  "
"1195","ENSP00000348634","Cardiomyopathy, familial hypertrophic, 14, 613251 (3)  "
"1196","ENSP00000348784","Corpus callosum, agenesis of, with mental retardation, ocular coloboma and micrognathia, 300472 (3)  "
"1197","ENSP00000348815","Hydrolethalus syndrome, 236680 (3)  "
"1198","ENSP00000348877","Hemolytic anemia, nonspherocytic, due to glucose phosphate isomerase deficiency, 613470 (3)  "
"1199","ENSP00000349016","Zellweger syndrome, 214100 (3)  "
"1200","ENSP00000349297","VLCAD deficiency, 201475 (3)  "
"1201","ENSP00000349393","LIG4 syndrome, 606593 (3)  "
"1202","ENSP00000349393","{Multiple myeloma, resistance to}, 254500 (3)  "
"1203","ENSP00000349446","Argininemia, 207800 (3)  "
"1204","ENSP00000349446","Carotid intimal medial thickness 1, 609338 (3)  "
"1205","ENSP00000349446","Insulin resistance, severe, digenic, 604367 (3)  "
"1206","ENSP00000349446","Lipodystrophy, familial partial, type 3, 604367 (3)  "
"1207","ENSP00000349446","Obesity, severe, 601665 (3)  "
"1208","ENSP00000349446","[Obesity, resistance to] (3)  "
"1209","ENSP00000349446","{Diabetes, type 2}, 125853 (3)  "
"1210","ENSP00000349446","{Glioblastoma, susceptibility to}, 137800 (3)  "
"1211","ENSP00000349543","Adrenoleukodystrophy, neonatal, 202370 (3)  "
"1212","ENSP00000349543","Refsum disease, infantile form, 266510 (3)  "
"1213","ENSP00000349543","Refsum disease, infantile form, 266510 (3)  "
"1214","ENSP00000349543","Zellweger syndrome, 214100 (3)  "
"1215","ENSP00000349543","Zellweger syndrome-3 (3)  "
"1216","ENSP00000349547","Lung cancer, 211980 (2)  "
"1217","ENSP00000349658","Nephronophthisis-like nephropathy 1, 613159 (3)  "
"1218","ENSP00000349790","Epiphyseal dysplasia, multiple, 6 (3)  "
"1219","ENSP00000349823","Schimke immunoosseous dysplasia, 242900 (3)  "
"1220","ENSP00000349960","Dystonia, juvenile-onset, 607371 (3)  "
"1221","ENSP00000350283","{Breast-ovarian cancer, familial, 1}, 604370 (3)  "
"1222","ENSP00000350283","{Pancreatic cancer, susceptibility to, 4} (3)  "
"1223","ENSP00000350386","Achromatopsia-2, 216900 (3)  "
"1224","ENSP00000350386","Achromatopsia-3, 262300 (3)  "
"1225","ENSP00000350386","Achromatopsia-4 (3)  "
"1226","ENSP00000350386","Amyotrophic lateral sclerosis, CHMP2B-related (3)  "
"1227","ENSP00000350386","Cataract, posterior polar, 3, 605387 (3)  "
"1228","ENSP00000350386","Charcot-Marie-Tooth disease, dominant intermediate 3, 607791 (3)  "
"1229","ENSP00000350386","Charcot-Marie-Tooth disease, type 1B, 118200 (3)  "
"1230","ENSP00000350386","Charcot-Marie-Tooth disease, type 2I, 607677 (3)  "
"1231","ENSP00000350386","Charcot-Marie-Tooth disease, type 2J, 607736 (3)  "
"1232","ENSP00000350386","Choroideremia, 303100 (3)  "
"1233","ENSP00000350386","Dejerine-Sottas syndrome, 145900 (3)  "
"1234","ENSP00000350386","Dementia, familial, nonspecific, 600795 (3)  "
"1235","ENSP00000350386","Macular degeneration, juvenile, 248200 (3)  "
"1236","ENSP00000350386","Neuropathy, congenital hypomyelinating, 605253 (3)  "
"1237","ENSP00000350386","Roussy-Levy syndrome, 180800 (3)  "
"1238","ENSP00000350512","Microphthalmia, syndromic 5, 610125 (3)  "
"1239","ENSP00000350676","Mental retardation syndrome, X-linked, Siderius type, 300263 (3)  "
"1240","ENSP00000350776","Lissencephaly, X-linked, 300067 (3)  "
"1241","ENSP00000350776","Pentosuria, 260800 (1)  "
"1242","ENSP00000350776","Subcortical laminal heteropia, X-linked, 300067 (3)  "
"1243","ENSP00000350844","Lymphoplasmacytoid lymphoma (1)  "
"1244","ENSP00000350882","Epileptic encephalopathy, early infantile, 5, 613477 (3)  "
"1245","ENSP00000350928","Cerebral palsy, spastic, symmetric, autosomal recessive, 603513 (3)  "
"1246","ENSP00000350928","Immunoglobulin A deficiency (2)  "
"1247","ENSP00000351170","Aniridia, 106210 (3)  "
"1248","ENSP00000351170","Cataract with late-onset corneal dystrophy, 604219 (3)  "
"1249","ENSP00000351170","Charcot-Marie-Tooth disease, axonal, type 2K, 607831 (3)  "
"1250","ENSP00000351170","Charcot-Marie-Tooth disease, axonal, with vocal cord paresis, 607706 (3)  "
"1251","ENSP00000351170","Charcot-Marie-Tooth disease, recessive intermediate, A, 608340 (3)  "
"1252","ENSP00000351170","Charcot-Marie-Tooth disease, type 4A, 214400 (3)  "
"1253","ENSP00000351170","Coloboma of optic nerve, 120430 (3)  "
"1254","ENSP00000351170","Coloboma, ocular, 120200 (3)  "
"1255","ENSP00000351170","Foveal hyperplasia, 136520 (3)  "
"1256","ENSP00000351170","Gillespie syndrome, 206700 (3)  "
"1257","ENSP00000351170","Keratitis, 148190 (3)  "
"1258","ENSP00000351170","Morning glory disc anomaly, 120430 (3)  "
"1259","ENSP00000351170","Optic nerve hypoplasia, 165550 (3)  "
"1260","ENSP00000351170","Peters anomaly, 604229 (3)  "
"1261","ENSP00000351320","Retinitis pigmentosa-49 (3)  "
"1262","ENSP00000351401","{Epilepsy, childhood absence, susceptibility to, 6}, 611942 (3)  "
"1263","ENSP00000351401","{Epilepsy, idiopathic generalized, susceptibility to, 6}, 611942 (3)  "
"1264","ENSP00000351446","Asphyxiating thoracic dystrophy 2, 611263 (3)  "
"1265","ENSP00000351490","Androgen insensitivity, 300068 (3)  "
"1266","ENSP00000351490","Androgen insensitivity, partial, with or without breast cancer, 312300 (3)  "
"1267","ENSP00000351490","Hypospadias 1, X-linked, 300633 (3)  "
"1268","ENSP00000351490","Menkes disease, 309400 (3)  "
"1269","ENSP00000351490","Occipital horn syndrome, 304150 (3)  "
"1270","ENSP00000351490","Spinal and bulbar muscular atrophy of Kennedy, 313200 (3)  "
"1271","ENSP00000351490","Spinal muscular atrophy, X-linked 2, infantile, 301830 (3)  "
"1272","ENSP00000351490","Spinal muscular atrophy, distal, X-linked 3 (2)  "
"1273","ENSP00000351490","Spinal muscular atrophy, distal, X-linked 3, 300489 (3)  "
"1274","ENSP00000351490","{Prostate cancer, susceptibility to}, 176807 (3)  "
"1275","ENSP00000351777","Inclusion body myopathy with early-onset Paget disease and frontotemporal dementia, 167320 (3)  "
"1276","ENSP00000351832","Martsolf syndrome, 212720 (3)  "
"1277","ENSP00000352157","Epileptic encephalopathy, Lennox-Gastaut type, 606369 (3)  "
"1278","ENSP00000352401","Leber congenital amaurosis 2, 204100 (3)  "
"1279","ENSP00000352401","Retinitis pigmentosa-20 (3)  "
"1280","ENSP00000352456","Spastic paraplegia-42, 612539 (3)  "
"1281","ENSP00000352706","3-hydroxyisobutryl-CoA hydrolase deficiency, 250620 (3)  "
"1282","ENSP00000352708","Spondyloepiphyseal dysplasia tarda, 313400 (3)  "
"1283","ENSP00000353073","Ceroid-lipofuscinosis, neuronal-3, juvenile, 204200 (3)  "
"1284","ENSP00000353292","Bronchiectasis with or without elevated sweat chloride 2, 613021 (3)  "
"1285","ENSP00000353292","Pseudohypoaldosteronism, type I, 264350 (3)  "
"1286","ENSP00000353362","Cerebellar ataxia, pure (3)  "
"1287","ENSP00000353362","Episodic ataxia, type 2, 108500 (3)  "
"1288","ENSP00000353362","Hemiplegic migraine, familial, 141500 (3)  "
"1289","ENSP00000353362","Spinocerebellar ataxia-6, 183086 (3)  "
"1290","ENSP00000353385","{Osteoporosis, postmenopausal, susceptibility}, 166710 (3)  "
"1291","ENSP00000353408","Brachyolmia type 3, 113500 (3)  "
"1292","ENSP00000353408","Charcot-Marie-Tooth disease, type 4D, 601455 (3)  "
"1293","ENSP00000353408","Hereditary motor and sensory neuropathy, type IIc, 606071 (3)  "
"1294","ENSP00000353408","Metatropic dysplasia, 156530 (3)  "
"1295","ENSP00000353408","Neuropathy, hereditary motor and sensory, Okinawa type (2)  "
"1296","ENSP00000353408","Neuropathy, motor and sensory, Russe type (2)  "
"1297","ENSP00000353408","Parastremm  "
"1298","ENSP00000353408","Scapuloperoneal spinal muscular atrophy, 181405 (3)  "
"1299","ENSP00000353408","Spondylometaphyseal dysplasia, Kozlowski type, 184252 (3)  "
"1300","ENSP00000353408","[Sodium serum level QTL 1], 613508 (3)  "
"1301","ENSP00000353575","Leukoencephalopathy with vanishing white matter, 603896 (3)  "
"1302","ENSP00000353864","Mental retardation, X-linked 30, 300558 (3)  "
"1303","ENSP00000354340","Lissencephaly 3, 611603 (3)  "
"1304","ENSP00000354522","DNA topoisomerase I, camptothecin-resistant (3)  "
"1305","ENSP00000354720","Cornelia de Lange syndrome 3, 610759 (3)  "
"1306","ENSP00000354923","Adhalinopathy, primary (1)  "
"1307","ENSP00000354923","Becker muscular dystrophy, 300376 (3)  "
"1308","ENSP00000354923","Cardiomyopathy, dilated, 3B, 302045 (3)  "
"1309","ENSP00000354923","Duchenne muscular dystrophy, 310200 (3)  "
"1310","ENSP00000354923","Emery-Dreifuss muscular dystrophy 4, 612998 (3)  "
"1311","ENSP00000354923","Emery-Dreifuss muscular dystrophy 5, 612999 (3)  "
"1312","ENSP00000354923","Emery-Dreifuss muscular dystrophy, 310300 (3)  "
"1313","ENSP00000354923","Macular dystrophy, autosomal dominant, chromosome 6-linked, 600110 (3)  "
"1314","ENSP00000354923","Muscular dystrophy, limb-girdle, type 2C, 253700 (3)  "
"1315","ENSP00000354923","Muscular dystrophy, limb-girdle, type 2D, 608099 (3)  "
"1316","ENSP00000354923","Spinocerebellar ataxia, autosomal recessive 8, 610743 (3)  "
"1317","ENSP00000354923","Stargardt disease 3, 600110 (3)  "
"1318","ENSP00000355086","Leukoencephalopathy with brain stem and spinal cord involvement and lactate elevation, 611105 (3)  "
"1319","ENSP00000355296","Cardiomyopathy, dilated 1C, 601493 (3)  "
"1320","ENSP00000355296","Left ventricular noncompaction 3, with or without dilated cardiomyopathy, 601493 (3)  "
"1321","ENSP00000355296","Myopathy, myofibrillar, ZASP-related, 609452 (3)  "
"1322","ENSP00000355324","Optic atrophy 1, 165500 (3)  "
"1323","ENSP00000355324","Optic atrophy and deafness, 125250 (3)  "
"1324","ENSP00000355324","{Glaucoma, normal tension, susceptibility to}, 606657 (3)  "
"1325","ENSP00000355380","CRASH syndrome, 303350 (3)  "
"1326","ENSP00000355380","Corpus callosum, partial agenesis of, 304100 (3)  "
"1327","ENSP00000355380","Hydrocephalus due to aqueductal stenosis, 307000 (3)  "
"1328","ENSP00000355380","Hydrocephalus with Hirschsprung disease and cleft palate, 142623 (3)  "
"1329","ENSP00000355380","Hydrocephalus with congenital idiopathic intestinal pseudoobstruction, 307000 (3)  "
"1330","ENSP00000355380","MASA syndrome, 303350 (3)  "
"1331","ENSP00000355518","Adrenal hyperplasia, congenital, due to 11-beta-hydroxylase deficiency, 202010 (3)  "
"1332","ENSP00000355518","Aldosteronism, glucocorticoid-remediable, 103900 (3)  "
"1333","ENSP00000355518","Alternating hemiplegia of childhood, 104290 (3)  "
"1334","ENSP00000355518","Basal laminar drusen, 126700 (3)  "
"1335","ENSP00000355518","Complement factor H deficiency, 609814 (3)  "
"1336","ENSP00000355518","Deafness, autosomal dominant 1, 124900 (3)  "
"1337","ENSP00000355518","Diaphyseal medullary stenosis with malignant fibrous histiocytoma (2)  "
"1338","ENSP00000355518","Dravet syndrome, 607208 (3)  "
"1339","ENSP00000355518","Emery-Dreifuss muscular dystrophy 6, 300696 (3)  "
"1340","ENSP00000355518","Epilepsy, generalized, with febrile seizures plus, type 2, 604233 (3)  "
"1341","ENSP00000355518","Febrile convulsions, familial, 3A, 604403 (3)  "
"1342","ENSP00000355518","Foveal hypoplasia and anterior segment dysgenesis (2)  "
"1343","ENSP00000355518","Fumarase deficiency, 606812 (3)  "
"1344","ENSP00000355518","Hemolytic uremic syndrome, atypical, susceptibility to, 1}, 235400 (3)  "
"1345","ENSP00000355518","Hemophagocytic lymphohistiocytosis, familial, 1 (2)  "
"1346","ENSP00000355518","Hemophagocytic lymphohistiocytosis, familial, 3, 608898 (3)  "
"1347","ENSP00000355518","Hemophagocytic lymphohistiocytosis, familial, 4, 603552 (3)  "
"1348","ENSP00000355518","Hemophagocytic lymphohistiocytosis, familial, 5 (3)  "
"1349","ENSP00000355518","Hip dysplasia, Beukes type (2)  "
"1350","ENSP00000355518","Hyperaldosteronism, familial, type II (2)  "
"1351","ENSP00000355518","Hypercholesterolemia, familial, 143890 (3)  "
"1352","ENSP00000355518","Hypercholesterolemia, familial, 3, 603776 (3)  "
"1353","ENSP00000355518","Hypercholesterolemia, familial, autosomal recessive, 603813 (3)  "
"1354","ENSP00000355518","Hypobetalipoproteinemia, familial, 2, 605019 (3)  "
"1355","ENSP00000355518","Hypocalciuric hypercalcemia, type II (2)  "
"1356","ENSP00000355518","LDL cholesterol level QTL2 (3)  "
"1357","ENSP00000355518","Leiomyomatosis and renal cell cancer, 605839 (3)  "
"1358","ENSP00000355518","Lymphedema-distichiasis syndrome with renal disease and diabetes mellitus, 153400 (3)  "
"1359","ENSP00000355518","Lymphedema-distichiasis syndrome, 153400 (3)  "
"1360","ENSP00000355518","Malignant fibrous histiocytoma (2)  "
"1361","ENSP00000355518","Membranoproliferative glomerulonephritis with CFH deficiency, 609814 (3)  "
"1362","ENSP00000355518","Migraine with or without aura, susceptibility to (2)  "
"1363","ENSP00000355518","Migraine, familial basilar, 602481 (3)  "
"1364","ENSP00000355518","Migraine, familial hemiplegic (2)  "
"1365","ENSP00000355518","Migraine, familial hemiplegic, 2, 602481 (3)  "
"1366","ENSP00000355518","Migraine, familial hemiplegic, 3, 609634 (3)  "
"1367","ENSP00000355518","Mowat-Wilson syndrome, 235730 (3)  "
"1368","ENSP00000355518","Multiple cutaneous and uterine leiomyomata, 150800 (3)  "
"1369","ENSP00000355518","Myopathy, X-linked, with postural muscle atrophy, 300696 (3)  "
"1370","ENSP00000355518","Myopathy, reducing body, X-linked, childhood-onset, 300718 (3)  "
"1371","ENSP00000355518","Myopathy, reducing body, X-linked, severe early-onset, 300717 (3)  "
"1372","ENSP00000355518","Nephropathy-hypertension (2)  "
"1373","ENSP00000355518","Progressive familial heart block, type IB, 604559 (3)  "
"1374","ENSP00000355518","Ptosis, congenital, 178300 (2) (?)  "
"1375","ENSP00000355518","Scapuloperoneal myopathy, X-linked dominant, 300695 (3)  "
"1376","ENSP00000355518","Spinocerebellar ataxia-27, 609307 (3)  "
"1377","ENSP00000355518","{Amyotrophic lateral sclerosis, susceptibility to}, 105400 (3)  "
"1378","ENSP00000355518","{Epilepsy, juvenile absence, susceptibility to, 1}, 607631 (3)  "
"1379","ENSP00000355518","{Hemolytic uremic syndrome, atypical, susceptibility to}, 235400 (3)  "
"1380","ENSP00000355518","{Hemolytic uremic syndrome, atypical, susceptibility to}, 235400 (3)  "
"1381","ENSP00000355518","{Low density lipoprotein cholesterol level QTL 1} (3)  "
"1382","ENSP00000355518","{Macular degeneration, age-related, 4}, 610698 (3)  "
"1383","ENSP00000355518","{Macular degeneration, age-related, reduced risk of}, 603075 (3)  "
"1384","ENSP00000355518","{Macular degeneration, age-related, reduced risk of}, 603075 (3)  "
"1385","ENSP00000355518","{Myoclonic epilepsy, juvenile, susceptibility to, 1}, 254770 (3)  "
"1386","ENSP00000355518","{Prostate cancer, susceptibility to}, 176807 (3)  "
"1387","ENSP00000355533","Arrhythmogenic right ventricular dysplasia 2, 600996 (3)  "
"1388","ENSP00000355533","Ventricular tachycardia, catecholaminergic polymorphic, 1, 604772 (3)  "
"1389","ENSP00000355535","Charcot-Marie-Tooth disease, axonal, type 2K, 607831 (3)  "
"1390","ENSP00000355535","Charcot-Marie-Tooth disease, axonal, with vocal cord paresis, 607706 (3)  "
"1391","ENSP00000355535","Charcot-Marie-Tooth disease, recessive intermediate, A, 608340 (3)  "
"1392","ENSP00000355535","Charcot-Marie-Tooth disease, recessive intermediate, B, 613641 (3)  "
"1393","ENSP00000355535","Charcot-Marie-Tooth disease, type 4A, 214400 (3)  "
"1394","ENSP00000355535","Homocystinuria-megaloblastic anemia, cbl E type, 236270 (3)  "
"1395","ENSP00000355535","Methylcobalamin deficiency, cblG type, 250940 (3)  "
"1396","ENSP00000355535","{Down syndrome, susceptibility to}, 190685 (3)  "
"1397","ENSP00000355535","{Neural tube defects, folate-sensitive, susceptibility to}, 601634 (3)  "
"1398","ENSP00000355535","{Neural tube defects, folate-sensitive, susceptibility to}, 601634 (3)  "
"1399","ENSP00000355537","Cardiomyopathy, dilated, 1AA, 612158 (3)  "
"1400","ENSP00000355580","{Migraine, with or without aura, susceptibility to, 13}, 613656 (3)  "
"1401","ENSP00000355607","Chondrodysplasia punctata, rhizomelic, type 2, 222765 (3)  "
"1402","ENSP00000355741","Coenzyme Q10 deficiency, 607426 (3)  "
"1403","ENSP00000355741","Spinocerebellar ataxia, autosomal recessive 9, 612016 (3)  "
"1404","ENSP00000355759","Xeroderma pigmentosum (1) (?)  "
"1405","ENSP00000355865","Adenocarcinoma of lung, somatic, 211980 (3)  "
"1406","ENSP00000355865","Adenocarcinoma, ovarian, somatic, 604370 (3)  "
"1407","ENSP00000355865","Parkinson disease, juvenile, type 2, 600116 (3)  "
"1408","ENSP00000355865","{Leprosy, susceptibility to}, 607572 (3)  "
"1409","ENSP00000356022","{Microvascular complications of diabetes 6}, 612634 (3)  "
"1410","ENSP00000356024","ABCD syndrome, 600501 (3)  "
"1411","ENSP00000356024","Desmosterolosis, 602398 (3)  "
"1412","ENSP00000356024","DiGeorge syndrome/velocardiofacial syndrome complex-2 (2)  "
"1413","ENSP00000356024","Ichthyosiform erythroderma, congenital, 242100 (3)  "
"1414","ENSP00000356024","Ichthyosis, harlequin, 242500 (3)  "
"1415","ENSP00000356024","Ichthyosis, lamellar 2, 601277 (3)  "
"1416","ENSP00000356024","Ichthyosis, lamellar, autosomal recessive, 242300 (3)  "
"1417","ENSP00000356024","Leukemia, acute myelogenous, 601626 (2)  "
"1418","ENSP00000356024","Proliferative vasculopathy and hydraencephaly-hydrocephaly syndrome, 225790 (3)  "
"1419","ENSP00000356024","Self-healing collodion baby, 242300 (3)  "
"1420","ENSP00000356024","Waardenburg syndrome, type 4A, 277580 (3)  "
"1421","ENSP00000356024","{HIV infection, susceptibility/resistance to} (3)  "
"1422","ENSP00000356024","{Hirschsprung disease, susceptibility to, 2}, 600155 (3)  "
"1423","ENSP00000356024","{Lung cancer susceptibility 2}, 612052 (3)  "
"1424","ENSP00000356024","{Lung cancer susceptibility 2}, 612052 (3)  "
"1425","ENSP00000356024","{Systemic lupus erythematosus, susceptibility to, 9}, 610927 (3)  "
"1426","ENSP00000356224","Emery-Dreifuss muscular dystrophy 4, 612998 (3)  "
